Title,Genres,Publishers,Review Score,Console,Rating,Year
FIFA Street 3,Sports,EA,63,X360,T,2008
Blitz: The League II,"Action,Sports",Midway,68,X360,M,2008
Space Chimps,"Action,Adventure",,57,X360,T,2008
The Spiderwick Chronicles,"Action,Adventure",,59,X360,E,2008
Etrian Odyssey II: Heroes of Lagaard,Role-Playing (RPG),,82,Nintendo DS,T,2008
Line Rider 2: Unbound,"Simulation,Sports",,59,Nintendo DS,M,2008
The King of Fighters Collection: The Orochi Saga,Action,,61,Sony PSP,E,2008
Target: Terror,Action,Konami,33,Nintendo Wii,M,2008
Legendary,Action,Atari,47,X360,T,2008
Universe at War: Earth Assault,"Action,Strategy",Sega,66,X360,T,2008
Smash Court Tennis 3,"Simulation,Sports",Atari,55,X360,E,2008
Code Lyoko: Fall of X.A.N.A,"Action,Role-Playing (RPG)",,51,Nintendo DS,M,2008
Knights in the Nightmare,"Role-Playing (RPG),Strategy",,76,Nintendo DS,M,2008
Lock's Quest,"Action,Adventure,Strategy",THQ,80,Nintendo DS,E,2008
Master of the Monster Lair,Role-Playing (RPG),,63,Nintendo DS,M,2008
N+,Action,Atari,82,Nintendo DS,M,2008
Pipe Mania,Strategy,,71,Nintendo DS,T,2008
The Spiderwick Chronicles,Role-Playing (RPG),,60,Nintendo DS,E,2008
Summon Night: Twin Age,Role-Playing (RPG),,73,Nintendo DS,E,2008
Wild Arms XF,Role-Playing (RPG),,64,Sony PSP,M,2008
FIFA Street 3,Sports,EA,63,PlayStation 3,T,2008
MotoGP 08,"Racing / Driving,Simulation,Sports",,65,PlayStation 3,T,2008
Harvey Birdman: Attorney at Law,Adventure,Capcom,60,Nintendo Wii,M,2008
Let's Tap,Simulation,Sega,70,Nintendo Wii,E,2008
NHL 2K9,Sports,2K,65,Nintendo Wii,T,2008
Conflict: Denied Ops,Action,Eidos,51,PlayStation 3,E,2008
Worms: A Space Oddity,"Action,Strategy",THQ,64,Nintendo Wii,M,2008
UEFA Euro 2008,Sports,EA,80,X360,M,2008
Overlord: Raising Hell,"Action,Strategy",,72,PlayStation 3,T,2008
Battle Fantasia,"Action,Role-Playing (RPG)",,71,X360,M,2008
Bangai-O Spirits,Action,,83,Nintendo DS,M,2008
Dungeon Explorer: Warriors of Ancient Arts,"Action,Role-Playing (RPG)",,60,Nintendo DS,M,2008
From the Abyss,"Action,Role-Playing (RPG)",,60,Nintendo DS,T,2008
New International Track & Field,"Action,Sports",Konami,73,Nintendo DS,M,2008
Soul Bubbles,Strategy,Eidos,78,Nintendo DS,T,2008
Tropix!,Action,,59,Nintendo DS,M,2008
Unsolved Crimes,"Action,Adventure,Racing / Driving",,66,Nintendo DS,T,2008
Zubo,"Adventure,Role-Playing (RPG),Strategy",EA,75,Nintendo DS,E,2008
Ford Racing Off Road,Racing / Driving,,47,Sony PSP,M,2008
Harvey Birdman: Attorney at Law,Adventure,Capcom,62,Sony PSP,M,2008
Secret Agent Clank,Action,Sony,72,Sony PSP,M,2008
Space Invaders Extreme,Action,SquareEnix,84,Sony PSP,M,2008
Armored Core: For Answer,Action,Ubisoft,62,PlayStation 3,M,2008
Legendary,Action,Atari,50,PlayStation 3,E,2008
Agatha Christie: Evil Under the Sun,Adventure,,46,Nintendo Wii,M,2008
Agatha Christie: And Then There Were None,Adventure,,50,Nintendo Wii,M,2008
Armored Core: For Answer,Action,Ubisoft,64,X360,T,2008
Cradle of Rome,Strategy,,63,Nintendo DS,E,2008
The Dark Spire,"Adventure,Role-Playing (RPG)",,69,Nintendo DS,T,2008
"Flower, Sun and Rain",Adventure,,54,Nintendo DS,M,2008
Insecticide,"Action,Adventure",,55,Nintendo DS,T,2008
Izuna 2: The Unemployed Ninja Returns,Role-Playing (RPG),,65,Nintendo DS,E,2008
Looney Tunes: Cartoon Conductor,Action,Eidos,67,Nintendo DS,M,2008
Nanostray 2,Action,,75,Nintendo DS,M,2008
Hellboy: The Science of Evil,Action,Konami,42,Sony PSP,E,2008
Pipe Mania,Strategy,,74,Sony PSP,T,2008
UEFA Euro 2008,Sports,EA,68,Sony PSP,E,2008
Vampire Rain,Action,,30,PlayStation 3,E,2008
Baroque,"Action,Role-Playing (RPG)",,50,Nintendo Wii,T,2008
Supreme Commander,Strategy,,56,X360,T,2008
Hail to the Chimp,"Action,Strategy",,52,X360,M,2008
Assassin's Creed: Altar's Chronicles,Action,Ubisoft,58,Nintendo DS,T,2008
The Legend of Kage 2,Action,SquareEnix,70,Nintendo DS,E,2008
Rhapsody: A Musical Adventure,Role-Playing (RPG),,67,Nintendo DS,M,2008
Secret Files: Tunguska,Adventure,,71,Nintendo DS,M,2008
Fading Shadows,"Action,Adventure",,62,Sony PSP,E,2008
Hail to the Chimp,"Action,Strategy",,51,PlayStation 3,M,2008
Secret Files: Tunguska,Adventure,,64,Nintendo Wii,M,2008
Chicken Hunter,Action,,39,Nintendo DS,T,2008

